OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1905977,04092021108,Lowes Foods #184 Meat/Seafood,5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002/01/08 05:00:00+00,Food Stand,21838,-78.86537597,35.73683859,M
1905978,04092013504,Serendipity Gourmet Deli,118 S ACADEMY ST,,CARY,NC,27511-3302,(919) 469-1655,2002/01/24 05:00:00+00,Restaurant,21839,-78.78150853,35.78674767,M
1905979,04092300210,International Foods,2215 New Hope Church Rd,,RALEIGH,NC,27604-1600,,2002/09/19 04:00:00+00,Meat Market,21852,-78.60062749,35.83624718,M
1905980,04092021198,Food Lion #572 Produce,8320-120 Litchford Rd ,,RALEIGH,NC,27615,(919) 790-8146,2003/06/30 04:00:00+00,Food Stand,21828,-78.6010328,35.89310541,M
1905981,04092013618,Subway #4331,9101 LEESVILLE RD ,,RALEIGH,NC,27613-4091,(919) 847-3559,2002/06/12 04:00:00+00,Restaurant,21856,-78.72548207,35.8967595,M
1905982,04092110136,Fuquay Varina Middle Sch. Cafet.,109 N Ennis St ,,FUQUAY VARINA,NC,27526,(919) 557-2727 ext. 24113,1986/04/30 04:00:00+00,Public School Lunchrooms,21865,-78.79386952,35.58581803,M
1905983,04092300211,BJ's Membership Club Meat Mkt,255 Shenstone Blv ,,GARNER,NC,27529,(919) 661-3781,2002/10/25 04:00:00+00,Meat Market,21873,-78.58054205,35.69110315,M
1905984,04092160020,Oliver House Foodservice,4230 Wendell Blv,,WENDELL,NC,27591,(919) 366-9737,2003/06/26 04:00:00+00,Institutional Food Service,21879,-78.35640867,35.78625986,M
1905985,04092013885,Rudino's Parkside,4022 Village Park Dr ,,KNIGHTDALE,NC,27545,(919) 261-0143,2003/08/29 04:00:00+00,Restaurant,21894,-78.49683785,35.79808616,M
1905986,04092013935,PAPA JOHN'S ,238 Grande Heights Dr ,,CARY,NC,27511,(919) 462-1441,2003/11/13 05:00:00+00,Restaurant,21916,-78.7805746,35.804703,M
1905987,04092300219,Food Lion #75 Meat Market,1339 5th AVE ,,GARNER,NC,27529,(919) 779-0770,2003/09/18 04:00:00+00,Meat Market,21937,-78.62278736,35.70820906,M
1905988,04092013971,Mac's Tavern,1014 Ryan Rd,,CARY,NC,27511,(919) 467-4114,2004/01/09 05:00:00+00,Restaurant,21942,-78.76677132,35.77674815,M
1905989,04092013994,Beansprout Chinese Restaurant,3721 Hillsborough St ,,RALEIGH,NC,27607,(919) 755-0554,2004/02/23 05:00:00+00,Restaurant,21961,-78.68759244,35.79393832,M
1905990,04092050025,North Raleigh Christian Academy School Lunchroom,7300 Perry Creek Rd,,RALEIGH,NC,27616,(919) 573-7900,2004/03/11 05:00:00+00,Private School Lunchrooms,21962,-78.54259351,35.88061452,M
1905991,04092011376,Conference Dining Services Facility,3000 New Bern AVE,,RALEIGH,NC,27610,(919) 350-8190,1993/10/21 04:00:00+00,Restaurant,21975,-78.58796297,35.78391423,M
1905992,04092014155,Subway #30454,7850-100 Alexander Promenade PL ,,RALEIGH,NC,27617,(919) 608-0919,2004/10/12 04:00:00+00,Restaurant,21929,-78.7803264,35.91259169,M
1905993,04092013857,KFC/Taco Bell Of Zebulon,161 Wakelon Dr,,ZEBULON,NC,27597,(919) 404-1701,2003/07/18 04:00:00+00,Restaurant,21935,-78.31620174,35.83320735,M
1905994,04092014336,Bonefish Grill,4421 Six Forks RD ,,RALEIGH,NC,27609,(919) 782-5127,2005/06/24 04:00:00+00,Restaurant,22084,-78.64349886,35.84017418,M
1905995,04092014339,Chick-fil-A,1110 Beaver Creek Commons DR ,,APEX ,NC,27502,(919) 303-2377,2005/05/27 04:00:00+00,Restaurant,22095,-78.87405733,35.74592799,M
1905996,04092017836,Market Hall,214 E. MARTIN STREET,,RALEIGH,NC,27601,(919) 624-2168,2018/05/07 04:00:00+00,Restaurant,22096,-78.63599541,35.77650911,M
1905997,04092025144,DOMINOS #8824,6110 ROGERS RD ,,ROLESVILLE,NC,27571,(919) 453-2324,2008/07/14 04:00:00+00,Food Stand,22097,-78.46776638,35.92242305,M
1905998,04092021337,Harris Teeter #104 Produce,4093 Davis DR ,,MORRISVILLE,NC,27520,(919) 380-0354,2005/08/05 04:00:00+00,Food Stand,22098,-78.85811603,35.8356265,M
1905999,04092014398,Skipper's Fish Fry and Market,1001 E Williams ST ,,APEX,NC,27502,(919) 303-2400,2005/09/30 04:00:00+00,Restaurant,22101,-78.84350423,35.7211123,M
1906000,04092014425,Greek Fiesta at Crossroads,319 Crossroads BLVD ,,Cary,NC,27518,(919) 851-7995,2005/10/25 04:00:00+00,Restaurant,22104,-78.73871452,35.76064286,M
1906001,04092021861,"LOWES FOODS #185 MEAT, SEAFOOD, SAUSAGE",1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015/07/08 04:00:00+00,Food Stand,22115,-78.61583871,35.68506655,M
1906002,04092017745,FARINA NEIGHBORHOOD ITALIAN,8450 HONEYCUTT RD ,B-100,RALEIGH,NC,27615,(919) 890-0143,2017/11/29 05:00:00+00,Restaurant,22122,-78.62166097,35.89510574,M
1906003,04092016981,NEUSE RIVER BREWING COMPANY,518-100 PERSHING RD ,,RALEIGH,NC,27608,(985) 232-8479,2015/07/22 04:00:00+00,Restaurant,22116,-78.632252,35.80416736,M
1906004,04092014464,Golden China Express ,4321 Falls of Neuse  RD ,,RALEIGH,NC,27609,(919) 877-9688,2006/01/04 05:00:00+00,Restaurant,22131,-78.61339277,35.84095998,M
1906005,04092016757,LEESVILLE TAP ROOM,13200 STRICKLAND  RD ,STE 104,RALEIGH,NC,27613,(919) 870-1515,2014/09/15 04:00:00+00,Restaurant,22146,-78.72593809,35.90878313,M
1906006,04092016496,BANANA LEAF,1026  RYAN RD ,,CARY,NC,27511,(919) 468-9958,2013/09/20 04:00:00+00,Restaurant,22162,-78.76677132,35.77674815,M
1906007,04092015649,CAPITAL CLUB 16 RESTAURANT & BAR,16 W MARTIN  ST ,STE 105,RALEIGH,NC,27601,(919) 747-9345,2010/06/10 04:00:00+00,Restaurant,22168,-78.64002343,35.77714251,M
1906008,04092017645,Harris Teeter #304 Wine Bar,4221 Corners PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 04:00:00+00,Restaurant,22193,-78.78791806,35.91890974,M
1906009,04092015036,Jimmy John's #993,5011-E Falls of Neuse RD ,,RALEIGH,NC,27609,(919) 872-3383,2007/12/21 05:00:00+00,Restaurant,22141,-78.61476945,35.84934215,M
1906010,04092025345,Greek Cuisine,4325 Glenwood AVE ,STE 2043,RALEIGH,NC,27612,,2021/03/01 05:00:00+00,Food Stand,22202,-78.68184484,35.84183815,T
1906011,04092030136,Taqueria Esmeralda (WCID #031),409 Airport BLVD ,4/10 MILE FROM CHAPEL HILL RD ON LEFT,MORRISVILLE,NC,27560,(919) 395-6238,2005/06/21 04:00:00+00,Mobile Food Units,22209,-78.83034153,35.84220425,M
1906012,04092018261,Sheetz #675,101 KUMAR CT,,RALEIGH,NC,27606,(919) 879-8486,2019/12/10 05:00:00+00,Restaurant,22171,-78.73642667,35.74608176,M
1906013,04092018294,Chick-Fil-A #4239,1010 FORESTVILLE RD,,WAKE FOREST,NC,27587,(919) 554-6995,2020/01/15 05:00:00+00,Restaurant,22211,-78.50659937,35.94595609,M
1906014,04092017630,COCO BONGO,2400 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(984) 242-0898,2017/06/14 04:00:00+00,Restaurant,22212,-78.66706468,35.78779177,M
1906015,04092018485,Refuel 103,1205 NE Maynard RD ,,CARY,NC,27513-4175,(919) 466-0308,2020/11/17 05:00:00+00,Restaurant,22219,-78.76291117,35.79469038,M
1906016,04092018716,Wine & Beer 101 Gastropub,1228 Heritage Link DR ,Suite 100,WAKE FOREST,NC,27587,(703) 627-0504,2021/10/04 04:00:00+00,Restaurant,22220,-78.50262454,35.94544167,M
1906017,04092018725,Yaba Mediterranean,9424  Falls of Neuse  RD ,Suite 100,RALEIGH,NC,27615,(919) 322-2807,2021/10/21 04:00:00+00,Restaurant,22221,-78.60286042,35.90143714,M
1906018,04092300271,PETRA SUPERMARKET,6089 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 876-8230,2015/10/05 04:00:00+00,Meat Market,22233,-78.58309511,35.86882022,M
1906019,04092014423,Nil's Cafe,513 E Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 567-0887,2005/11/10 05:00:00+00,Restaurant,22244,-78.7940251,35.59342774,M
1906020,04092021860,LOWES FOODS #226 BEEF SHOP,8440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-1031,2015/07/23 04:00:00+00,Food Stand,22248,-78.50930992,35.89359383,M
1906021,04092015091,BRUEGGERS BAGELS #101,2231 AVENT FERRY RD ,,RALEIGH,NC,27616,(919) 828-1416,2008/04/03 04:00:00+00,Restaurant,22255,-78.67605091,35.77835817,M
1906022,04092021486,Food Lion #2638 Deli/Bakery,6209 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 772-5894,2007/11/05 05:00:00+00,Food Stand,22257,-78.54796019,35.72312495,M
1906023,04092016645,SHEETZ #536,4660 MILLBROOK GREEN DR ,,RALEIGH,NC,27604,(919) 307-8433,2014/03/06 05:00:00+00,Restaurant,22258,-78.58749866,35.84885672,M
1906024,04092021414,Fresh Market #8 Deli,3655 Cary PKWY ,,CARY,NC,27513,(919) 481-2865,2006/10/31 04:00:00+00,Food Stand,22236,-78.83706807,35.78166021,T
1906025,04092030365,Stavi's Sandwiches (WCID #639),509 Wheddon Cross WAY ,,WAKE FOREST,NC,27587,(757) 256-5677,2018/07/11 04:00:00+00,Mobile Food Units,22262,-78.50497251,36.00211361,M
1906026,04092300265,NCSU PROCESSED MEAT LAB,400 DAN ALLEN DR ,"Rm 129, Schaub Hall",RALEIGH,NC,27695,(919) 515-2958,2014/02/20 05:00:00+00,Meat Market,22267,-78.67872874,35.78448278,M
1906027,04092016882,CHICK-FIL-A #699,1803 N. HARRISON AVE.,,CARY,NC,27513,(919) 678-1444,2015/02/16 05:00:00+00,Restaurant,22271,-78.76967206,35.82932742,M
1906028,04092018363,Kwench Juice Cafe ,9660-142 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 803-0104,2020/05/07 04:00:00+00,Restaurant,22260,-78.60229361,35.90546933,M
1906029,04092021969,SPEEDWAY #6989,10920 CREEDMOOR RD ,,RALEIGH,NC,27615,(919) 870-6057,2016/07/28 04:00:00+00,Food Stand,22282,-78.68548351,35.94189642,M
1906030,04092015975,LYNNWOOD GRILL,4821 GROVE BARTON  RD ,STE 101,RALEIGH,NC,27613,(919) 785-0043,2011/06/01 04:00:00+00,Restaurant,22286,-78.71709223,35.8704333,M
1906031,04092016637,HIBERNIAN PUB,311 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 833-2258,2014/02/28 05:00:00+00,Restaurant,22293,-78.64755702,35.78473632,M
1906032,04092018553,Lime & Lemon Indian Grill,105 FRIENDLY DR ,,RALEIGH,NC,27607,(919) 244-1205,2021/03/18 04:00:00+00,Restaurant,22300,-78.67588834,35.78901506,M
1906033,04092025307,Primal Cuts @ MSFH,411 W MORGAN ST,,RALEIGH,NC,27603,(919) 414-2291,2020/01/27 05:00:00+00,Food Stand,22304,-78.6456917,35.77945516,M
1906034,04092017152,ARBYS #6657,9221 FAIRBANKS RD ,,RALEIGH,NC,27613,(919) 329-2768,2016/02/22 05:00:00+00,Restaurant,22289,-78.72644123,35.89837825,M
1906035,04092018389,Five Star Restaurant,301 N WEST ST,101,RALEIGH,NC,27603,(919) 833-3311,2020/06/24 04:00:00+00,Restaurant,22309,-78.64609455,35.78410736,M
1906036,04092015973,MARCO'S PIZZA #8072,1141 FALLS RIVER AVE ,STE 108,RALEIGH,NC,27614,(919) 847-7775,2011/05/27 04:00:00+00,Restaurant,22310,-78.58877443,35.90718863,M
1906037,04092015775,SIMPLY CREPES CAFE & CATERING,8470 HONEYCUTT RD ,STE 110,RALEIGH,NC,27615,(919) 322-2327,2011/07/14 04:00:00+00,Restaurant,22312,-78.62166097,35.89510574,M
1906038,04092017833,TOWER INDIA,144 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560-5703,(919) 465-2326,2018/05/02 04:00:00+00,Restaurant,22324,-78.82897679,35.81951783,M
1906039,04092017754,Red Bowl Asian Bistro,6360 PLANTATION CENTER  DR ,,RALEIGH,NC,27616,(919) 790-9222,2017/12/14 05:00:00+00,Restaurant,22325,-78.58237548,35.87315637,M
1906040,04092030379,Baltic Bites (WCID #669),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 810-2944,2018/09/19 04:00:00+00,Mobile Food Units,22321,-78.64171063,35.75324624,M
1906041,04092014662,Starbucks #9840,1107 Walnut ST ,1107-102 Walnut St ,CARY ,NC,27511,(919) 468-9908,2006/08/18 04:00:00+00,Restaurant,22326,-78.76025493,35.77377018,M
1906042,04092018145,Gamers Geekery & Tavern,107 EDINBURGH SOUTH DR,,CARY,NC,27511,,2019/07/26 04:00:00+00,Restaurant,22335,-78.79792507,35.7367619,M
1906043,04092016443,JUSTICE CENTER CAFE,300 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 831-9292,2013/06/11 04:00:00+00,Restaurant,22337,-78.6411193,35.77632989,M
1906044,04092014805,Mizu Sushi Steak Seafood,10750 Wakefield Commons DR ,Ste 101,RALEIGH,NC,27614,(919) 453-2875,2007/03/23 04:00:00+00,Restaurant,22340,-78.54123068,35.94195641,M
1906045,04092016273,KUMBALA BAR & GRILL,3945 NEW BERN  AVE ,RALEIGH,RALEIGH,NC,27610,(919) 231-0335,2012/10/05 04:00:00+00,Restaurant,22348,-78.57014599,35.80045574,M
1906046,04092110501,Vernon Malone College & Career Academy Cafeteria,2200 S. Wilmington St.,,RALEIGH,NC,27603,(919) 856-8119 ext. 24768,2014/06/30 04:00:00+00,Public School Lunchrooms,22349,-78.64408147,35.75226593,M
1906047,04092025317,Northside Fish Market,2275 NEW HOPE CHURCH RD ,,RALEIGH,NC,27604,(919) 850-0891,2020/07/28 04:00:00+00,Food Stand,22352,-78.60062749,35.83624718,M
1906048,04092021635,INTERNATIONAL FOODS DELI,421 CHAPANOKE RD ,STE 140,RALEIGH,NC,27603,(919) 662-5428,2010/12/01 05:00:00+00,Food Stand,22353,-78.65333581,35.73464573,M
1906049,04092016773,CHIPOTLE #2066,9504 STRICKLAND ROAD,,RALEIGH,NC,27615,(919) 322-3259,2014/09/30 04:00:00+00,Restaurant,22358,-78.65494139,35.90183768,M
1906050,04092018699,WCC Cafe,111 Competition DR ,Suite 110,RALEIGH,NC,27560,(984) 465-4579,2021/08/27 04:00:00+00,Restaurant,22357,0,0,U
1906051,04092014856,Schiano's Pizza Pasta & Grill #2,13220 Strickland  RD ,Ste. 164,RALEIGH,NC,27613,(919) 847-3238,2007/04/27 04:00:00+00,Restaurant,22359,-78.72593809,35.90878313,M
1906052,04092021797,Circle K #1403,4019 Davis Drive,,MORRISVILLE,NC,27560,(919) 380-8846,2014/06/17 04:00:00+00,Food Stand,22368,-78.85694904,35.83745673,M
1906053,04092017930,Lola's Beach Bar,1803 Glenwood Ave ,,RALEIGH,NC,27608,(984) 222-3674,2018/08/24 04:00:00+00,Restaurant,22372,-78.64642665,35.8047453,M
1906054,04092017958,Johnny's Pizza #3,13654 Capital BLVD ,Suite 100,WAKE FOREST,NC,27587,(919) 556-0550,2018/10/03 04:00:00+00,Restaurant,22377,-78.51867461,36.00548951,M
1906055,04092017451,DAME'S CHICKEN & WAFFLES,823 BASS PRO LN ,,CARY,NC,27513,(919) 234-0822,2016/10/14 04:00:00+00,Restaurant,22380,-78.77007317,35.83116175,M
1906056,04092030531,Fatboy's Burgers & Dogs (WCID #819),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 645-7246,2021/03/18 04:00:00+00,Mobile Food Units,22384,-78.63902655,35.752054,M
1906057,04092030543,El Sombrero Azul (WCID #834),8320 LITCHFORD RD,108,RALEIGH,NC,27615-3860,(919) 480-3891,2021/06/01 04:00:00+00,Mobile Food Units,22388,-78.59988229,35.89223772,M
1906058,04092017909,Taco Bell #34245,2304 Hillsborough ST ,Ste 102,RALEIGH,NC,27607,(919) 803-7234,2018/08/08 04:00:00+00,Restaurant,22398,-78.66618308,35.78758054,M
1906059,04092025269,Harris Teeter #495 Meat/Seafood,8345 CREEDMOOR RD,,RALEIGH,NC,27613,,2019/07/15 04:00:00+00,Food Stand,22410,-78.68223183,35.90105252,M
1906060,04092017235,RISE BISCUITS & DONUTS,8301-101 BRIER CREEK PKY ,,RALEIGH,NC,27617,(984) 244-7218,2016/06/02 04:00:00+00,Restaurant,22408,-78.78526235,35.90870808,M
1906061,04092018444,Burrito Shak,2982 KILDAIRE FARM RD,,CARY,NC,27518,(919) 267-6772,2020/09/15 04:00:00+00,Restaurant,22416,-78.78870146,35.71809037,M
1906062,04092016638,TARGET CAFE #2784,7129 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 674-2214,2014/03/05 05:00:00+00,Restaurant,22421,-78.88560741,35.84442227,M
1906063,04092040388,Keeping It Frank & Catering (WCID #826),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(917) 319-6936,2021/05/10 04:00:00+00,Pushcarts,22423,-78.63902655,35.752054,M
1906064,04092025147,Papa John's #4838,1440 Brogden Woods DR ,Suite 104,WAKE FOREST,NC,27587,(919) 532-2300,2017/10/17 04:00:00+00,Food Stand,22428,-78.69147726,35.99120973,M
1906065,04092021859,Ladyfingers Caterers,627 E Whitaker Mill RD ,,RALEIGH,NC,27608,(919) 828-2270,2015/07/14 04:00:00+00,Food Stand,22433,-78.63053647,35.8074913,M
1906066,04092018547,Town Hall Burgers & Beer Raleigh,13100 Falls of Neuse RD ,Suite 150,RALEIGH,NC,27614,,2020/12/07 05:00:00+00,Restaurant,22434,-78.56176411,35.94053786,M
1906067,04092021636,KNIGHTDALE HIGH SCHOOL BASEBALL CONCESSIONS,101 BRYAN CHALK  LN ,,KNIGHTDALE,NC,27545,(919) 366-2266,2010/12/08 05:00:00+00,Food Stand,22429,-78.47478296,35.81024022,M
1906068,04092016711,El Lobo Mexican Restaurant,1301 East Broad Street,,FUQUAY-VARINA,NC,27526,(919) 557-9540,2014/06/25 04:00:00+00,Restaurant,22438,-78.77604319,35.59548799,M
1906069,04092021908,FOOD LION #1514 PRODUCE,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/11/06 05:00:00+00,Food Stand,22439,-78.81120699,35.8045716,M
1906070,04092030234,CHICK-N-QUE II (WCID #425),2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 369-7788,2011/12/20 05:00:00+00,Mobile Food Units,22447,-78.49336017,35.79721176,M
1906071,04092021939,DONOVAN'S DISH,800 W WILLIAMS ST ,STE 112,APEX,NC,27502,(919) 651-8309,2016/02/08 05:00:00+00,Food Stand,22452,-78.86480181,35.73964723,M
1906072,04092018371,Templeton of Cary,215 BRIGHTMORE DR,,CARY,NC,27518,(984) 200-3688,2020/06/05 04:00:00+00,Restaurant,22460,-78.77772922,35.7441046,M
1906073,04092014973,Sonic Drive-In #3975,700 Cayman AVE ,,HOLLY SPRINGS,NC,27540,(919) 567-2555,2007/08/01 04:00:00+00,Restaurant,22467,-78.83534808,35.66114172,M
1906074,04092018018,Bad Daddy's Burger bar #235,4213 Corners PKY ,Suite 100,RALEIGH,NC,27617,(919) 381-4814,2018/12/28 05:00:00+00,Restaurant,22474,-78.78791806,35.91890974,M
1906075,04092021959,Las Carolinas Grocery & Grill,4905 Guy RD ,,CLAYTON,NC,27520,(919) 359-0089,2016/05/17 04:00:00+00,Food Stand,22480,-78.52179304,35.67702979,M
1906076,04092017254,THE CAPITAL GRILLE,4242 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 787-3901,2016/06/27 04:00:00+00,Restaurant,22482,-78.64071469,35.83797961,M
1906077,04092018079,Courtyard by Marriott Parkside Town Commons Food Service,1008 Parkside Main ST ,,CARY,NC,27519,(919) 659-1250,2019/03/21 04:00:00+00,Restaurant,22485,-78.88576102,35.84626616,M
1906078,04092017468,AROMA KOREA,160 NE MAYNARD  RD ,STE 114,CARY,NC,27513,(919) 650-2696,2016/12/07 05:00:00+00,Restaurant,22488,-78.78042873,35.80237018,M
1906079,04092025192,Big Dom's Bagel Shop,203 E Chatham ST ,,CARY,NC,27511,(919) 377-1143,2018/08/06 04:00:00+00,Food Stand,22493,-78.7784243,35.787736,M
1906080,04092030488,Lobster Dogs (WCID #779),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 523-4655,2020/07/23 04:00:00+00,Mobile Food Units,22498,-78.7114342,35.63398295,M
1906081,04092110543,Fuquay Varina High School Cafeteria,201 Bengal  BLVD ,,RALEIGH,NC,27526,(919) 557-2511 ext. 23829,2021/08/06 04:00:00+00,Public School Lunchrooms,22504,-78.79191051,35.59686476,M
1906082,04092030469,Hot Chix ll (WCID #756),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 578-1441,2020/03/04 05:00:00+00,Mobile Food Units,22511,-78.7114342,35.63398295,M
1906083,04092018009,Asuka,2101 S MAIN ST ,STE 104,WAKE FOREST,NC,27587,(919) 570-2828,2018/12/27 05:00:00+00,Restaurant,22512,-78.53310077,35.94802112,M
1906084,04092017871,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 336-1111,2018/07/02 04:00:00+00,Restaurant,22514,-78.84558396,35.79325638,M
1906085,04092015222,ANNA'S PIZZERIA,100 N SALEM ST ,,APEX,NC,27502,(919) 267-6237,2008/09/15 04:00:00+00,Restaurant,22518,-78.85126459,35.73076866,M
1906086,04092022009,LA BONITA DELI,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 05:00:00+00,Food Stand,22520,-78.7955722,35.78044851,T
1906087,04092018621,Chick-Fil-A,8901 BRIER CREEK PKWY,,RALEIGH,NC,27617,,2021/05/12 04:00:00+00,Restaurant,22521,-78.79049975,35.901065,M
1906088,04092021698,SUVIDHA,3735  DAVIS DR ,,MORRISVILLE,NC,27560,(919) 650-1436,2011/12/21 05:00:00+00,Food Stand,22527,-78.85587925,35.8337549,M
1906089,04092014501,Subway #1479,7494 Creedmoor RD,,RALEIGH,NC,27613,(919) 846-8161,2006/02/14 05:00:00+00,Restaurant,22539,-78.67820041,35.88787167,M
1906090,04092018271,Marco's Pizza 8533,5621 ATLANTIC AVE,,RALEIGH,NC,27615,(919) 916-1500,2019/12/10 05:00:00+00,Restaurant,22541,-78.60018528,35.86223865,M
1906091,04092017975,Asia Express,1040-128 Forestville RD ,,WAKE FOREST,NC,27587,(919) 562-8988,2018/11/08 05:00:00+00,Restaurant,22544,-78.50675313,35.94513134,M
1906092,04092015263,FLEMING'S PRIME STEAKHOUSE & WINE BAR #4402,4325 GLENWOOD AVE ,STE 5004,RALEIGH,NC,27612,(919) 571-6200,2008/10/15 04:00:00+00,Restaurant,22548,-78.68184484,35.84183815,T
1906093,04092015862,NO. 1 CHINESE RESTAURANT,3667 SW CARY  PKY ,,CARY,NC,27513,(919) 461-7008,2011/01/04 05:00:00+00,Restaurant,22553,-78.83800513,35.78180038,M
1906094,04092030374,Beefy Buns (WCID #650),1941 Indianwood CT ,,RALEIGH,NC,27604,(919) 638-1572,2018/09/18 04:00:00+00,Mobile Food Units,22558,-78.54824679,35.81067005,M
1906095,04092016141,PANERA BREAD #1656,8511 COLONNADE CENTER DR ,STE 110,RALEIGH,NC,27615,(919) 861-9300,2012/03/26 04:00:00+00,Restaurant,22562,-78.65023656,35.89889154,M
1906096,04092025224,Luciano,4325 Glenwood AVE ,Suite 2032,RALEIGH,NC,27612,(919) 571-2538,2018/11/16 05:00:00+00,Food Stand,22563,-78.68184484,35.84183815,T
1906097,04092018331,The Kelloggs Cafe,1 QUALITY LN,,CARY,NC,27513,,2020/03/02 05:00:00+00,Restaurant,22571,-78.80879618,35.81694271,M
1906098,04092017919,Diced,7157 O'Kelley Chapel RD ,,CARY,NC,27619,(919) 678-5004,2018/09/06 04:00:00+00,Restaurant,22579,-78.88824644,35.84415135,M
1906099,04092018439,Jersey Mike's Subs,280  Meeting ST ,,CARY,NC,27518,(919) 233-0036,2020/09/09 04:00:00+00,Restaurant,22586,-78.74478781,35.75666346,M
1906100,04092110460,Harris Creek Elem. School Lunchroom,3829 Forestville RD ,,RALEIGH,NC,27616,(919) 217-5100 ext. 24410,2006/08/18 04:00:00+00,Public School Lunchrooms,22588,-78.51201394,35.87304102,M
1906101,04092016358,SHEETZ #505,1895  S FRANKLIN ST ,,WAKE FOREST,NC,27587,(919) 556-6221,2013/01/30 05:00:00+00,Restaurant,22590,-78.50852547,35.95034245,M
1906102,04092015276,SALEM STREET PUB,113 N SALEM ST ,,APEX,NC,27502,(919) 387-9992,2008/10/31 04:00:00+00,Restaurant,22598,-78.85154922,35.73118477,T
1906103,04092017150,ARBYS #6768,1500 E WILLIAMS ST ,,APEX,NC,27502,(919) 323-0295,2016/02/22 05:00:00+00,Restaurant,22604,-78.83904369,35.71089517,M
1906104,04092018013,Local Oyster Bar,500 E Davie ST ,,RALEIGH,NC,27601,(303) 808-0701,2018/12/07 05:00:00+00,Restaurant,22606,-78.63206132,35.77487463,M
1906105,04092017712,First Watch 555,4233 Corners PKY ,Suite 230,RALEIGH,NC,27617,(919) 399-9040,2017/10/13 04:00:00+00,Restaurant,22612,-78.78791806,35.91890974,M
1906106,04092018686,Bluegrass Bagels,100 Dickens RD ,,FUQUAY-VARINA,NC,27526,(919) 285-4980,2021/08/03 04:00:00+00,Restaurant,22615,-78.81080764,35.61516779,M
1906107,04092017115,JERSEY MIKE'S SUBS #3151,6727 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 295-4661,2015/12/10 05:00:00+00,Restaurant,22625,-78.50344651,35.79796245,M
1906108,04092018333,Manhattan Pizza,305 MATTHEWS DR,,HOLLY SPRINGS,NC,27540-4300,(919) 367-6667,2020/03/02 05:00:00+00,Restaurant,22629,-78.79440661,35.66435998,M
1906109,04092017841,CARY CRAB HOUSE,220 Crossroads BLVD ,Unit 2460,CARY,NC,27518,(919) 233-9829,2018/04/18 04:00:00+00,Restaurant,22640,-78.73871452,35.76064286,M
1906110,04092016180,POOR BOY GENERAL STORE AND GRILL,5804  POOR BOY FARM RD ,,KNIGHTDALE,NC,27545,(919) 217-2500,2012/05/04 04:00:00+00,Restaurant,22644,-78.44826686,35.75699599,M
1906111,04092017110,PRIMO PIZZA NY STYLE,682 CARY TOWNE BLVD ,,CARY,NC,27511,(919) 380-2729,2015/12/16 05:00:00+00,Restaurant,22654,-78.76561938,35.77485795,M
1906112,04092014709,Biscuitville #175 ,2820 NC HWY 55,,CARY ,NC,27519,(919) 362-8034,2006/10/19 04:00:00+00,Restaurant,22655,-78.87065621,35.78859981,M
1906113,04092021807,KABOBI,4325  GLENWOOD AVE ,STE 2054,RALEIGH,NC,27612,(919) 783-0506,2014/08/06 04:00:00+00,Food Stand,22675,-78.68184484,35.84183815,T
1906114,04092017921,Vita Vite Midtown,200-130 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 322-0649,2018/09/06 04:00:00+00,Restaurant,22678,-78.63780803,35.83639953,M
1906115,04092016822,SUBWAY #11874,411 S Main ST ,,ROLESVILLE,NC,27571-9664,(919) 554-3511,2014/12/01 05:00:00+00,Restaurant,22679,-78.46634601,35.91624751,T
